Name,Type
"Gourmet Kineya Co., Ltd. (TSE:9850)",Company
"Goyo Foods Industry co.,ltd (TAIM:2230)",Company
"Goyo Intex Co., Ltd. (JASDAQ:7519)",Company
"GRANDES, Inc. (TSE:3261)",Company
Grandy House Corporation (TSE:8999),Company
"Graphite Design, Inc. (JASDAQ:7847)",Company
"Gree, Inc. (TSE:3632)",Company
"Green Cross Co.,Ltd. (FKSE:7533)",Company
Greenland Resort Company Ltd (TSE:9656),Company
"GreenPeptide Co., Ltd. (TSE:4594)",Company
"gremz, Inc. (JASDAQ:3150)",Company
GS Yuasa Corporation (TSE:6674),Company
GSI Creos Corporation (TSE:8101),Company
Gulliver International Co. Ltd. (TSE:7599),Company
gumi Inc. (TSE:3903),Company
"Gun Ei Chemical Industry Co., Ltd. (TSE:4229)",Company
"GungHo Online Entertainment, Inc. (TSE:3765)",Company
Gunosy Inc. (TSE:6047),Company
Gunze Ltd. (TSE:3002),Company
"Gurunavi, Inc. (TSE:2440)",Company
"H-One Co., Ltd. (JASDAQ:5989)",Company
"H.I.S. Co., Ltd. (TSE:9603)",Company
H2O Retailing Corporation (TSE:8242),Company
HABA Laboratories Inc. (JASDAQ:4925),Company
"Hachi-Ban Co., Ltd. (JASDAQ:9950)",Company
Hagihara Industries Inc. (TSE:7856),Company
"Hagiwara Electric Co., Ltd. (TSE:7467)",Company
Hagoromo Foods Corp. (TSE:2831),Company
"Hakudo Co.,Ltd. (TSE:7637)",Company
Hakuhodo DY Holdings Inc (TSE:2433),Company
"Hakuseisha Co.,Ltd. (JASDAQ:9736)",Company
"Hakuten Co., Ltd. (JASDAQ:2173)",Company
"Hakuto Co., Ltd. (TSE:7433)",Company
"Hakuyosha Company, Ltd. (TSE:9731)",Company
"Halows Co.,Ltd. (TSE:2742)",Company
Hamai Company Limited (TSE:6131),Company
Hamai Industries Limited (JASDAQ:6497),Company
"Hamakyorex Co., Ltd. (TSE:9037)",Company
Hamamatsu Photonics k.k. (TSE:6965),Company
Hamee Corp. (TSE:3134),Company
"HANATEN Co.,Ltd. (TSE:9870)",Company
"Handsman Co., Ltd. (JASDAQ:7636)",Company
"Haneda Zenith Holdings Co., Ltd. (TSE:5289)",Company
Hankyu Hanshin Holdings Inc. (TSE:9042),Company
"Hankyu Reit, Inc. (TSE:8977)",Company
Hanwa Co. Ltd. (TSE:8078),Company
"Happiness and D Co., Ltd. (JASDAQ:3174)",Company
Happinet Corporation (TSE:7552),Company
"Harada Industry Co., Ltd. (JASDAQ:6904)",Company
"Harakosan Co., Ltd. (TSE:8894)",Company
"Hard Off Corporation Co, Ltd. (TSE:2674)",Company
Harima B-Stem Corp. (JASDAQ:9780),Company
"Harima Chemicals Group, Inc. (TSE:4410)",Company
Harima-Kyowa Co. Ltd. (TSE:7444),Company
Harmonic Drive Systems Inc. (JASDAQ:6324),Company
Haruyama Trading Company Limited. (TSE:7416),Company
"Hasegawa Co., Ltd. (TSE:8230)",Company
HASEKO Corporation (TSE:1808),Company
"Hashimoto Sogyo Co.,Ltd. (TSE:7570)",Company
"Hatsuho Shouji Co.,Ltd. (JASDAQ:7425)",Company
Havix Corp. (JASDAQ:3895),Company
"Hayashikane Sangyo Co.,Ltd. (TSE:2286)",Company
Hazama Ando Corporation (TSE:1719),Company
Healios K.K. (TSE:4593),Company
"Hearts United Group Co., Ltd. (TSE:3676)",Company
"Heian Ceremony Service Co., Ltd. (JASDAQ:2344)",Company
Heiwa Corp. (TSE:6412),Company
"Heiwa Paper Co.,Ltd. (TSE:9929)",Company
"Heiwa Real Estate Co., Ltd. (TSE:8803)",Company
"Heiwado Co., Ltd. (TSE:8276)",Company
"Helios Techno Holding Co., Ltd. (TSE:6927)",Company
"Hephaist Seiko Co., Ltd. (JASDAQ:6433)",Company
Hi-Lex Corporation (TSE:7279),Company
Hibino Corporation (JASDAQ:2469),Company
"Hibiya Engineering, Ltd. (TSE:1982)",Company
Hiday Hidaka Corp. (TSE:7611),Company
"Higashi Twenty One Co.,Ltd. (TSE:9029)",Company
"Higashimaru Co.,Ltd. (FKSE:2058)",Company
Hikaku.com Corporation (TSE:2477),Company
Hikari Business Form Co. Ltd. (JASDAQ:3948),Company
"Hikari Furniture Co., Ltd. (JASDAQ:8191)",Company
"Hikari Heights-Varus Co., Ltd. (SPSE:2137)",Company
"Hikari Tsushin, Inc. (TSE:9435)",Company
"HIMACS, Ltd. (TSE:4299)",Company
"Himaraya Co., Ltd. (TSE:7514)",Company
"Himiko Co., Ltd. (JASDAQ:9892)",Company
Hino Motors Ltd. (TSE:7205),Company
"Hinokiya Holdings Co., Ltd. (NSE:1413)",Company
Hioki E.E. Corporation (TSE:6866),Company
HIP Corporation (JASDAQ:2136),Company
"Hiraga Co., Ltd. (JASDAQ:7863)",Company
Hirakawa Hewtech Corp. (TSE:5821),Company
"Hiraki Co.,Ltd. (TSE:3059)",Company
Hiramatsu Inc. (TSE:2764),Company
"HIRANO TECSEED Co., Ltd. (TSE:6245)",Company
Hirata Corporation (JASDAQ:6258),Company
"HIRAYAMA Co.,Ltd. (JASDAQ:7781)",Company
Hirose Electric Co. Ltd. (TSE:6806),Company
"Hiroshima Electric Railway Co.,Ltd. (TSE:9033)",Company
"HIROSHIMA GAS Co.,Ltd. (TSE:9535)",Company
"Hisaka Works, Ltd. (TSE:6247)",Company
Hisamitsu Pharmaceutical Co. Inc. (TSE:4530),Company
Hitachi Capital Corporation (TSE:8586),Company
Hitachi Chemical Co. Ltd. (TSE:4217),Company
"Hitachi Construction Machinery Co., Ltd. (TSE:6305)",Company
Hitachi High-Technologies Corporation (TSE:8036),Company
"Hitachi Koki Co., Ltd. (TSE:6581)",Company
Hitachi Kokusai Electric Inc. (TSE:6756),Company
Hitachi Ltd. (TSE:6501),Company
Hitachi Maxell Ltd. (TSE:6810),Company
"Hitachi Metals, Ltd. (TSE:5486)",Company
Hitachi Transport System Ltd. (TSE:9086),Company
Hitachi Zosen Corp. (TSE:7004),Company
Hitachi Zosen Fukui Corporation (JASDAQ:6163),Company
HITO-Communications Inc. (TSE:3654),Company
"HKS Co., Ltd. (JASDAQ:7219)",Company
"HOB Co.,Ltd. (JASDAQ:1382)",Company
Hochiki Corporation (TSE:6745),Company
"Hoden Seimitsu Kako Kenkyusho Co., Ltd. (JASDAQ:6469)",Company
"Hodogaya Chemical Co., Ltd. (TSE:4112)",Company
Hogy Medical Co. Ltd. (TSE:3593),Company
Hohsui Corporation (TSE:1352),Company
"Hokkai Electrical Construction Company,Incorporated (SPSE:1832)",Company
"Hokkaido Chuo Bus Co., Ltd. (SPSE:9085)",Company
"Hokkaido Coca-Cola Bottling Co., Ltd. (TSE:2573)",Company
Hokkaido Electric Power Co. Inc. (TSE:9509),Company
"Hokkaido Gas Co., Ltd. (TSE:9534)",Company
Hokkan Holdings Limited (TSE:5902),Company
"Hokko Chemical Industry Co., Ltd. (TSE:4992)",Company
Hokuetsu Industries Co. Ltd. (TSE:6364),Company
"Hokuetsu Kishu Paper Co., Ltd. (TSE:3865)",Company
"Hokuetsu Metal Co., Ltd. (TSE:5446)",Company
"Hokuhoku Financial Group, Inc. (TSE:8377)",Company
"Hokuriku Denwa Kouji Co.,Ltd. (TSE:1989)",Company
Hokuriku Electric Industry Co. Ltd. (TSE:6989),Company
Hokuriku Electric Power Company (TSE:9505),Company
"Hokuriku Electrical Construction Co.,Ltd. (TSE:1930)",Company
"Hokuriku Gas Co.,Ltd. (TSE:9537)",Company
"Hokuryo Co.,Ltd (TSE:1384)",Company
"Hokushin Co., Ltd. (TSE:7897)",Company
Hokuto Corporation (TSE:1379),Company
Hokuyaku Takeyama Holdings Inc. (SPSE:3055),Company
"Hokuyu Lucky Co.,Ltd. (JASDAQ:2747)",Company
"Holon Co.,Ltd. (JASDAQ:7748)",Company
"Honda Motor Co., Ltd. (TSE:7267)",Company
"Honda Tsushin Kogyo Co., Ltd. (TSE:6826)",Company
Honeys Co. Ltd. (TSE:2792),Company
"Honshu Chemical Industry Co., Ltd. (TSE:4115)",Company
Honyaku Center Inc. (JASDAQ:2483),Company
Hoosiers Holdings (TSE:3284),Company
"HORAI Co., Ltd. (JASDAQ:9679)",Company
"HORIBA, Ltd. (TSE:6856)",Company
"Horiifoodservice Co., Ltd. (JASDAQ:3077)",Company
"Hoshi Iryo-Sanki Co., Ltd. (JASDAQ:7634)",Company
"Hoshino Resorts REIT,Inc. (TSE:3287)",Company
"Hoshizaki Electric Co., Ltd. (TSE:6465)",Company
Hosiden Corporation (TSE:6804),Company
Hosoda Corporation (JASDAQ:1906),Company
Hosokawa Micron Corporation (TSE:6277),Company
"Hosoya Pyro-Engineering Co., Ltd. (JASDAQ:4274)",Company
"Hotel New Grand Co., Ltd. (JASDAQ:9720)",Company
"Hotland Co., Ltd. (TSE:3196)",Company
"HOTMAN Co., Ltd. (JASDAQ:3190)",Company
"Hottolink, Inc. (TSE:3680)",Company
House Foods Group Inc. (TSE:2810),Company
"House of Rose Co.,Ltd. (TSE:7506)",Company
Housecom Corporation (JASDAQ:3275),Company
"Housedo Co.,Ltd. (TSE:3457)",Company
Housefreedom Co. Ltd. (FKSE:8996),Company
Howa Machinery Ltd. (TSE:6203),Company
Hoya Corp. (TSE:7741),Company
"Hub Co., Ltd. (JASDAQ:3030)",Company
"Hulic Co., Ltd. (TSE:3003)",Company
"Hulic REIT, Inc. (TSE:3295)",Company
"Human Holdings Co., Ltd. (JASDAQ:2415)",Company
"Human Metabolome Technologies, Inc. (TSE:6090)",Company
humanweb Inc. (TSE:3224),Company
Hurxley Corporation (TSE:7561),Company
"Hyoki Kaiun Kaisha, Ltd. (TSE:9362)",Company
HYPER Inc. (JASDAQ:3054),Company
"I - K Co., Ltd. (JASDAQ:2722)",Company
I-Freek Mobile Inc. (JASDAQ:3845),Company
I-Net Corporation (TSE:9600),Company
"I-O Data Device, Inc. (TSE:6916)",Company
I.A Group Corporation (JASDAQ:7509),Company
I'LL inc. (JASDAQ:3854),Company
"I'rom Group Co., Ltd. (TSE:2372)",Company
"Ibiden Co., Ltd. (TSE:4062)",Company
"IBJ Leasing Company, Limited (TSE:8425)",Company
"IBJ,Inc. (TSE:6071)",Company
"Ichibanya Co., Ltd. (TSE:7630)",Company
Ichigo Hotel REIT Investment Corporation (TSE:3463),Company
Ichigo Inc. (TSE:2337),Company
Ichigo Office REIT Investment Corporation (TSE:8975),Company
"Ichikawa Co., Ltd. (TSE:3513)",Company
"Ichiken Co., Ltd. (TSE:1847)",Company
Ichikoh Industries Ltd. (TSE:7244),Company
"Ichikura Co., Ltd. (TSE:6186)",Company
"Ichimasa Kamaboko Co., Ltd. (TSE:2904)",Company
"Ichinen Holdings Co.,Ltd. (TSE:9619)",Company
"Ichirokudo Co., Ltd. (TSE:3366)",Company
"Ichishin Holdings Co., Ltd. (JASDAQ:4645)",Company
"Ichiyoshi Securities Co., Ltd. (TSE:8624)",Company
Icom Incorporated (TSE:6820),Company
"Idea Consultants, Inc. (TSE:9768)",Company
"IDEA International Co., Ltd. (JASDAQ:3140)",Company
IDEC Corporation (TSE:6652),Company
Idemitsu Kosan Co. Ltd. (TSE:5019),Company
IFIS Japan Ltd. (TSE:7833),Company
"Ifuji Sangyo Co.,Ltd. (TSE:2924)",Company
"IG Port, Inc. (JASDAQ:3791)",Company
IGNIS LTD. (TSE:3689),Company
"Ihara Chemical Industry Co., Ltd. (TSE:4989)",Company
Ihara Science Corporation (JASDAQ:5999),Company
IHI Corporation (TSE:7013),Company
"IID, Inc. (TSE:6038)",Company
"Iida Group Holdings Co., Ltd. (TSE:3291)",Company
Iino Kaiun Kaisha Ltd. (TSE:9119),Company
"IJT Technology Holdings Co., Ltd. (TSE:7315)",Company
"Ikegami Tsushinki Co., Ltd. (TSE:6771)",Company
IKK Inc. (TSE:2198),Company
"ikuyo Co.,Ltd. (TSE:7273)",Company
Ikyu Corporation (TSE:2450),Company
Image Information Inc. (JASDAQ:3803),Company
"ImageONE Co., Ltd. (JASDAQ:2667)",Company
Imagica Robot Holdings Inc. (TSE:6879),Company
"Imagineer Co.,Ltd. (JASDAQ:4644)",Company
"Imasen Electric Industrial Co., Ltd. (TSE:7266)",Company
"Immuno-Biological Laboratories Co., Ltd. (JASDAQ:4570)",Company
"Imperial Hotel, Ltd. (TSE:9708)",Company
"Impress Holdings, Inc. (TSE:9479)",Company
"Imura Envelope Co., Inc. (TSE:3955)",Company
"Imuraya Group Co., Ltd. (TSE:2209)",Company
IMV Corporation (JASDAQ:7760),Company
Ina Research Inc. (JASDAQ:2176),Company
"Inaba Denki Sangyo Co., Ltd. (TSE:9934)",Company
"Inaba Seisakusho Co., Ltd. (TSE:3421)",Company
Inabata & Co. Ltd. (TSE:8098),Company
"Inageya Co., Ltd. (TSE:8182)",Company
INES Corporation (TSE:9742),Company
Infocom Corporation (JASDAQ:4348),Company
Infomart Corporation (TSE:2492),Company
"Information Creative Co., Ltd. (JASDAQ:4769)",Company
"Information Development Co., Ltd. (TSE:4709)",Company
"Information Planning CO., LTD. (TSE:3712)",Company
"Information Services International-Dentsu, Ltd. (TSE:4812)",Company
Infoteria Corporation (TSE:3853),Company
Innotech Corporation (TSE:9880),Company
Inpex Corporation (TSE:1605),Company
Insight Inc. (SPSE:2172),Company
inspec Inc. (TSE:6656),Company
Intage Holdings Inc. (TSE:4326),Company
"Intea Holdings,Inc. (TSE:3734)",Company
"Intellex Co., Ltd. (TSE:8940)",Company
Intelligent Wave Inc. (JASDAQ:4847),Company
Inter Action Corporation (TSE:7725),Company
"Interlife Holdings Co., Ltd. (JASDAQ:1418)",Company
"International Conglomerate Of Distribution For Automobile Holdings Co., Ltd. (TSE:3184)",Company
"Internetworking & Broadband Consulting Co.,Ltd. (TSE:3920)",Company
"Interspace Co.,Ltd. (TSE:2122)",Company
"INTERTRADE Co.,Ltd. (TSE:3747)",Company
"Interworks, Inc. (TSE:6032)",Company
"Intrance Co., Ltd. (TSE:3237)",Company
"Inui Global Logistics Co., Ltd. (TSE:9308)",Company
Invast Securities Company Limited (JASDAQ:8709),Company
"Invesco Office J-REIT, Inc. (TSE:3298)",Company
"Investors Cloud Co., Ltd. (TSE:1435)",Company
"IPS Co., Ltd. (JASDAQ:4335)",Company
"IR Japan Holdings, Ltd. (JASDAQ:6035)",Company
"IREP Co., Ltd. (TSE:2132)",Company
"iRidge, Inc. (TSE:3917)",Company
Iriso Electronics Co. Ltd. (JASDAQ:6908),Company
"Isamu Paint Co., Ltd. (TSE:4624)",Company
ISB Corporation (TSE:9702),Company
ISE Chemicals Corporation (TSE:4107),Company
Iseki & Co. Ltd. (TSE:6310),Company
Isetan Mitsukoshi Holdings Ltd. (TSE:3099),Company
"Isewan Terminal Service Co.,Ltd. (NSE:9359)",Company
"Ishigaki Foods Co.,Ltd. (JASDAQ:2901)",Company
"Ishihara Chemical Co., Ltd. (TSE:4462)",Company
"Ishihara Sangyo Kaisha, Ltd. (TSE:4028)",Company
Ishii Food Co. Ltd. (TSE:2894),Company
"Ishii Hyoki Co., Ltd. (TSE:6336)",Company
"Ishii Iron Works Co., Ltd. (TSE:6362)",Company
Ishii Tool & Engineering Corporation (JASDAQ:6314),Company
"Ishikawa Seisakusho, Ltd. (TSE:6208)",Company
"Ishizuka Glass Co., Ltd. (TSE:5204)",Company
"Isolite Insulating Products Co., Ltd. (TSE:5358)",Company
"istyle, Inc. (TSE:3660)",Company
Isuzu Motors Ltd. (TSE:7202),Company
IT Holdings Corporation (TSE:3626),Company
"ITbook Co., LTD. (TSE:3742)",Company
Itec Corporation (JASDAQ:9964),Company
Itfor Inc. (TSE:4743),Company
ITmedia Inc. (TSE:2148),Company
"Ito En, Ltd. (TSE:2593)",Company
"Ito Yogyo Co., Ltd (TSE:5287)",Company
ITOCHU Corporation (TSE:8001),Company
Itochu Enex Co. Ltd. (TSE:8133),Company
ITOCHU Techno-Solutions Corporation (TSE:4739),Company
"ITOCHU-SHOKUHIN Co., Ltd. (TSE:2692)",Company
Itoham Foods Inc. (TSE:2284),Company
Itoki Corporation (TSE:7972),Company
Itokuro Inc. (TSE:6049),Company
Ivy Cosmetics Corporation (JASDAQ:4918),Company
Iwabuchi Corporation (JASDAQ:5983),Company
"IwaiCosmo Holdings, Inc. (TSE:8707)",Company
"Iwaki & Co., Ltd. (TSE:8095)",Company
Iwasaki Electric Co. Ltd. (TSE:6924),Company
Iwatani Corporation (TSE:8088),Company
"Iwatsu Electric Co., Ltd. (TSE:6704)",Company
"Iwatsuka Confectionery Co., Ltd. (JASDAQ:2221)",Company
IX Knowledge Inc. (JASDAQ:9753),Company
"Izu Shaboten Resort Co., Ltd. (JASDAQ:6819)",Company
"IZUMI Co.,Ltd. (TSE:8273)",Company
"Izutsuya Co., Ltd. (TSE:8260)",Company
"J Escom Holdings,Inc. (JASDAQ:3779)",Company
"J Trust Co., Ltd. (TSE:8508)",Company
"J-COM Holdings Co.,Ltd. (TSE:2462)",Company
j-Group Holdings Corp. (TSE:3063),Company
J-Holdings Corp. (JASDAQ:2721),Company
"J-Oil Mills, Inc. (TSE:2613)",Company
J-Stream Inc. (TSE:4308),Company
"J. Front Retailing Co., Ltd. (TSE:3086)",Company
"JAC Recruitment Co.,Ltd. (TSE:2124)",Company
JACCS Co. Ltd. (TSE:8584),Company
"JAFCO Co., Ltd. (TSE:8595)",Company
JALCO Holdings Inc. (JASDAQ:6625),Company
JALUX Inc. (TSE:2729),Company
Jamco Corp. (TSE:7408),Company
Janis Ltd. (NSE:5342),Company
"Janome Sewing Machine Co., Ltd. (TSE:6445)",Company
"Japan Airlines Co., Ltd. (TSE:9201)",Company
"Japan Airport Terminal Co., Ltd. (TSE:9706)",Company
"Japan Animal Referral Medical Center Co., Ltd. (TSE:6039)",Company
Japan Asia Group Limited (TSE:3751),Company
Japan Asia Investment Co. Ltd. (TSE:8518),Company
"Japan Asset Marketing Co., Ltd. (TSE:8922)",Company
"Japan Aviation Electronics Industry, Limited (TSE:6807)",Company
"Japan Best Rescue System Co.,Ltd. (TSE:2453)",Company
Japan Cash Machine Co. Ltd. (TSE:6418),Company
Japan Communications Inc. (TSE:9424),Company
"Japan Corporate Housing Service Co., Ltd. (TSE:8945)",Company
"Japan Digital Laboratory Co., Ltd. (TSE:6935)",Company
Japan Display Inc. (TSE:6740),Company
"Japan Drilling Co., Ltd. (TSE:1606)",Company
Japan Electronic Materials Corporation (TSE:6855),Company
"Japan Excellent, Inc. (TSE:8987)",Company
"Japan Exchange Group, Inc. (TSE:8697)",Company
Japan Food&Liquor Alliance Inc. (TSE:2538),Company
"Japan Foods Co., Ltd. (TSE:2599)",Company
"Japan Foundation Engineering Co., Ltd. (TSE:1914)",Company
Japan Hotel REIT Investment Corporation (TSE:8985),Company
"Japan Investment Adviser Co., Ltd. (TSE:7172)",Company
"Japan Lifeline Co., Ltd. (JASDAQ:7575)",Company
Japan Logistic Systems Corp. (JASDAQ:9060),Company
"JAPAN MATERIAL Co., Ltd. (TSE:6055)",Company
"Japan Medical Dynamic Marketing, INC. (TSE:7600)",Company
Japan Oil Transportation Co.Ltd. (TSE:9074),Company
"Japan PC Service Co., LTD. (NSE:6025)",Company
"Japan Petroleum Exploration Co., Ltd. (TSE:1662)",Company
"Japan Post Bank Co., Ltd. (TSE:7182)",Company
"Japan Post Holdings Co., Ltd. (TSE:6178)",Company
"Japan Post Insurance Co., Ltd. (TSE:7181)",Company
"Japan Power Fastening Co., Ltd. (TSE:5950)",Company
"Japan Process Development Co., Ltd. (JASDAQ:9651)",Company
"Japan Property Management Center Co.,Ltd. (TSE:3276)",Company
"Japan Publications Trading Co., Ltd. (JASDAQ:8072)",Company
Japan Pulp and Paper Company Limited (TSE:8032),Company
"Japan Pure Chemical Co., Ltd. (TSE:4973)",Company
"Japan Radio Co., Ltd. (TSE:6751)",Company
Japan Real Estate Investment Corporation (TSE:8952),Company
Japan Reliance Service Corporation (JASDAQ:4664),Company
"Japan Resistor Mfg. Co., Ltd. (TSE:6977)",Company
Japan Securities Finance Co. Ltd. (TSE:8511),Company
Japan Senior Living Investment Corporation (TSE:3460),Company
"Japan System Techniques Co., Ltd. (TSE:4323)",Company
Japan Systems Co. Ltd. (JASDAQ:9758),Company
"Japan Third Party Co., Ltd. (JASDAQ:2488)",Company
"Japan Tissue Engineering Co., Ltd. (JASDAQ:7774)",Company
Japan Tobacco Inc. (TSE:2914),Company
Japan Transcity Corporation (TSE:9310),Company
"Japan U-PICA Company, Ltd. (JASDAQ:7891)",Company
"Jason Co., Ltd. (JASDAQ:3080)",Company
"JASTEC Co., Ltd. (TSE:9717)",Company
"JB Eleven Co., Ltd. (NSE:3066)",Company
JBCC Holdings Inc. (TSE:9889),Company
JC Comsa Corporation (JASDAQ:2876),Company
"JCR Pharmaceuticals Co., Ltd. (TSE:4552)",Company
JCU Corporation (TSE:4975),Company
Jeans Mate Corporation (TSE:7448),Company
"Jeco Co., Ltd. (TSE:7768)",Company
Jedat Inc. (JASDAQ:3841),Company
Jeol Ltd. (TSE:6951),Company
"Jesco Holdings, Inc. (TSE:1434)",Company
Jeugia Corp. (TSE:9826),Company
"JFE Container Co., Ltd. (TSE:5907)",Company
"JFE Holdings, Inc. (TSE:5411)",Company
"JFE Systems, Inc. (TSE:4832)",Company
JGC Corp. (TSE:1963),Company
"Jibannet Holdings Co., Ltd. (TSE:6072)",Company
"JICHODO Co.,Ltd. (TSE:3597)",Company
Jiec Co. Ltd. (TSE:4291),Company
"Jimoto Holdings, Inc. (TSE:7161)",Company
"Jin Co.,Ltd. (TSE:3046)",Company
"JK Holdings Co., Ltd. (TSE:9896)",Company
"JMACS Japan Co., Ltd. (TSE:5817)",Company
"JMS Co., Ltd. (TSE:7702)",Company
"Joban Kaihatsu Co., Ltd. (JASDAQ:1782)",Company
"Joban Kosan Co., Ltd. (TSE:9675)",Company
"Johnan Academic Preparatory Institute, Inc. (JASDAQ:4720)",Company
"Jolly-Pasta CO.,LTD. (TSE:9899)",Company
"Jorudan Co., Ltd. (JASDAQ:3710)",Company
"Joshin Denki Co., Ltd. (TSE:8173)",Company
"Joyful Honda Co., Ltd. (TSE:3191)",Company
"Joyfull Co., Ltd. (FKSE:9942)",Company
"JP-Holdings,Inc. (TSE:2749)",Company
JSP Corporation (TSE:7942),Company
JSR Corporation (TSE:4185),Company
JSS Corporation (JASDAQ:6074),Company
JTEC Corporation (JASDAQ:2479),Company
JTEKT Corporation (TSE:6473),Company
Juki Corp. (TSE:6440),Company
"Juntendo Co.,Ltd. (TSE:9835)",Company
Just Planning Inc. (JASDAQ:4287),Company
Justsystem Corp. (TSE:4686),Company
JUTEC Holdings Corporation (JASDAQ:3157),Company
JVC KENWOOD Corporation (TSE:6632),Company
"JX Holdings, Inc. (TSE:5020)",Company
K.R.S.Corporation (TSE:9369),Company
K's Holdings Corporation (TSE:8282),Company
K&O Energy Group Inc (TSE:1663),Company
"kabu.com Securities Co., Ltd. (TSE:8703)",Company
"Kabuki-Za Co., Ltd. (TSE:9661)",Company
Kabushiki Kaisha Seiyoken (JASDAQ:9734),Company
"KachikaiHatsu Co., Ltd. (TSE:3010)",Company
Kadokawa Dwango Corporation (TSE:9468),Company
Kadoya Sesame Mills Incorporated (TSE:2612),Company
"Kaga Electronics Co.,Ltd. (TSE:8154)",Company
"Kagetsuenkanko Co., Ltd. (TSE:9674)",Company
"Kagome Co., Ltd. (TSE:2811)",Company
"kaihan co.,Ltd. (TSE:3133)",Company
"Kainos Laboratories, Inc. (JASDAQ:4556)",Company
"Kaitori Okoku Co., Ltd. (JASDAQ:3181)",Company
Kaji Technology Corporation (TSE:6391),Company
Kajima Corporation (TSE:1812),Company
"Kakaku.com., Inc. (TSE:2371)",Company
Kaken Pharmaceutical Co. Ltd. (TSE:4521),Company
"Kakiyasu Honten Co., Ltd. (JASDAQ:2294)",Company
"Kamakura Shinsho, Ltd. (TSE:6184)",Company
"Kameda Seika CO., Ltd. (TSE:2220)",Company
Kamei Corporation (TSE:8037),Company
"Kamigumi Co.,Ltd. (TSE:9364)",Company
Kan-Nanmaru Corporation (JASDAQ:7585),Company
Kanaden Corporation (TSE:8081),Company
Kanagawa Chuo Kotsu Co.Ltd. (TSE:9081),Company
Kanamoto Company Ltd. (TSE:9678),Company
"Kanda Holdings Co., Ltd. (TSE:9059)",Company
"Kanda Tsushinki Co., Ltd. (JASDAQ:1992)",Company
"Kandenko Co., Ltd. (TSE:1942)",Company
Kanefusa Corporation (TSE:5984),Company
Kaneka Corporation (TSE:4118),Company
"Kaneko Seeds Co., Ltd. (TSE:1376)",Company
Kanematsu Corp. (TSE:8020),Company
Kanematsu Electronics Ltd. (TSE:8096),Company
"Kanematsu Engineering Co., Ltd. (TSE:6402)",Company
Kanematsu-NNK Corporation (TSE:7961),Company
"Kanemi Co.,Ltd. (JASDAQ:2669)",Company
Kanemitsu Corporation (TSE:7208),Company
Kaneso Co. Ltd. (NSE:5979),Company
Kaneyo Co. Ltd. (TSE:3209),Company
"Kanmonkai Co., Ltd. (TSE:3372)",Company
"KANRO Co., Ltd. (TSE:2216)",Company
Kansai Paint Co. Ltd. (TSE:4613),Company
Kansai Super Market Ltd. (TSE:9919),Company
Kansai Urban Banking Corporation (TSE:8545),Company
"Kanseki Co., Ltd. (JASDAQ:9903)",Company
"Kanto Denka Kogyo Co., Ltd. (TSE:4047)",Company
Kao Corporation (TSE:4452),Company
"Kappa-Create Co., Ltd. (TSE:7421)",Company
"Karula Co.,Ltd. (JASDAQ:2789)",Company
"Kasai Kogyo Co., Ltd. (TSE:7256)",Company
Katakura & Co-op Agri Corporation (TSE:4031),Company
"Katakura Industries Co., Ltd. (TSE:3001)",Company
"Kato Sangyo Co., Ltd. (TSE:9869)",Company
"Kato Works Co.,Ltd. (TSE:6390)",Company
"Katsuragawa Electric Co., Ltd. (JASDAQ:6416)",Company
"Kawada Technologies, Inc. (TSE:3443)",Company
Kawaden Corporation (JASDAQ:6648),Company
"Kawagishi Bridge Works Co., Ltd. (TSE:5921)",Company
"Kawaguchi Chemical Industry Co., LTD. (TSE:4361)",Company
"Kawai Musical Instruments Manufacturing Co., Ltd. (TSE:7952)",Company
"Kawakami Paint Mfg. Co., Ltd. (TSE:4616)",Company
"Kawakin Holdings Co., Ltd. (TSE:5614)",Company
Kawamoto Corporation (TSE:3604),Company
"Kawanishi Holdings, Inc. (TSE:2689)",Company
"Kawanishi Warehouse Co.,Ltd. (TSE:9322)",Company
"Kawasaki & Co., Ltd. (TSE:3045)",Company
"Kawasaki Geological Engineering Co., Ltd. (JASDAQ:4673)",Company
Kawasaki Heavy Industries Ltd. (TSE:7012),Company
Kawasaki Kasei Chemicals Ltd. (TSE:4117),Company
"Kawasaki Kinkai Kisen Kaisha, Ltd. (TSE:9179)",Company
Kawasaki Kisen Kaisha Ltd. (TSE:9107),Company
"Kawasaki Setsubi Kogyo Co., Ltd. (NSE:1777)",Company
Kawasaki Thermal Engineering Co.Ltd (JASDAQ:6414),Company
"Kawase Computer Supplies Co., Ltd. (TSE:7851)",Company
Kawasumi Laboratories Inc. (TSE:7703),Company
"Kawata Mfg. Co., Ltd. (TSE:6292)",Company
Kayac Inc. (TSE:3904),Company
KDDI Corporation (TSE:9433),Company
"KeePer Technical Laboratory Co.,Ltd (TSE:6036)",Company
"Keifuku Electric Railroad Co.,Ltd. (TSE:9049)",Company
"Keihan Electric Railway Co.,Ltd. (TSE:9045)",Company
"Keihanshin Building Co., Ltd. (TSE:8818)",Company
Keihin Corporation (TSE:7251),Company
Keikyu Corporation (TSE:9006),Company
Keio Corporation (TSE:9008),Company
"Keisei Electric Railway Co., Ltd. (TSE:9009)",Company
"Keiyo Co., Ltd. (TSE:8168)",Company
"Keiyo Gas Co., Ltd. (TSE:9539)",Company
